X1,X2,Alignment
-8.142162,-32.85132,1.0
9.655401,10.952175,1.0
-4.772658,7.056375,1.0
0.9185239,8.046397,2.0
22.120718,17.93922,2.0
-6.291645,-30.571505,2.0
-5.996922,-31.396015,1.0
26.70457,-18.188824,1.0
-5.858787,-30.33959,1.0
24.699259,-19.271011,2.0
-2.4352036,5.551039,1.0
-8.819255,9.472909,2.0
-0.4890265,4.96784,1.0
-0.30674595,5.000968,1.0
-7.664714,-30.9716,2.0
-6.7155795,-30.382,2.0
15.519321,13.525578,1.0
-7.224219,-32.72072,1.0
11.474954,9.647599,1.0
15.921749,13.327988,1.0
14.105352,11.897191,1.0
-8.65749,9.672203,1.0
-3.645135,5.47741,1.0
1.6414099,7.0331035,2.0
-11.9313755,5.4383945,1.0
-15.801926,-1.5348632,1.0
7.7682,14.406984,1.0
-6.5577307,-31.785261,1.0
-8.028974,-29.215136,1.0
-9.334426,-31.878622,1.0
-11.782681,-30.312288,1.0
4.5579076,9.6257715,1.0
-11.030339,4.8091874,1.0
-5.2860174,-31.445257,1.0
15.770926,16.419987,1.0
-6.7525425,-31.272226,1.0
-15.236742,-2.6521194,1.0
26.401192,-18.099813,1.0
-6.178639,-31.725716,1.0
-4.4135466,8.91389,2.0
-5.560105,-32.24681,1.0
15.922288,17.304165,1.0
0.5930155,12.320959,1.0
-8.823388,8.8854475,1.0
7.7962046,11.225097,1.0
-3.5475667,4.4732614,1.0
16.663074,15.219153,1.0
9.463421,15.471643,2.0
1.0137542,14.6813135,1.0
-9.978864,1.5383452,1.0
0.15497625,11.1773405,1.0
-5.6857643,12.179332,1.0
20.280334,16.648275,1.0
9.880568,13.227345,1.0
-6.112012,-30.889513,1.0
5.2742043,11.828745,2.0
-7.298473,-30.72302,1.0
1.5976,15.406912,1.0
-1.8396574,3.6976666,1.0
21.476696,16.908548,1.0
-3.800729,10.16992,1.0
-6.9835877,-32.17939,1.0
26.731613,-19.735283,1.0
-6.5697145,1.41574,1.0
-17.59834,-0.27309728,2.0
-8.200224,-32.273697,1.0
11.382369,9.635232,1.0
-4.2648225,10.151755,1.0
-7.902207,11.869612,1.0
-14.0354805,1.539729,1.0
-6.9693093,7.9755874,2.0
14.502164,14.181915,1.0
1.3655882,9.898204,1.0
-3.5514946,3.5750134,0.0
12.791571,16.21409,2.0
-12.509013,-1.6503627,1.0
-15.2317915,-2.6071987,2.0
-16.16332,3.4282079,2.0
-7.5945477,-29.562948,1.0
1.7821573,6.917163,1.0
16.380245,13.1894045,1.0
-10.553562,7.818061,2.0
7.493018,13.074635,1.0
-16.04889,-5.72308,2.0
-8.54245,6.2420487,2.0
-7.005333,10.40663,1.0
14.701141,11.200237,2.0
26.166012,-20.040699,2.0
25.406155,-18.593042,1.0
-13.228354,3.8954813,2.0
-16.399786,-3.3032858,2.0
-17.416134,0.32786348,2.0
-11.588662,0.59469527,1.0
-12.337172,0.30960482,2.0
-10.800007,1.0168315,1.0
-0.25222188,4.980781,1.0
-8.93718,-32.24674,2.0
1.4635897,6.807802,2.0
19.321928,17.284086,1.0
12.445195,15.725076,2.0
-10.935994,3.1786425,2.0
3.7486022,8.512612,2.0
26.860968,-18.416008,1.0
-15.738364,3.2531936,1.0
-7.7589903,-31.692713,2.0
7.491453,13.4252825,1.0
3.6213286,10.437404,1.0
17.39495,16.070742,2.0
2.8638728,10.504006,1.0
22.22642,17.040071,2.0
-3.779373,2.363822,1.0
3.0588942,12.646549,2.0
-0.946632,7.448973,0.0
9.027932,16.925053,1.0
23.874332,17.194916,1.0
15.766706,12.910232,2.0
-7.559529,-32.19983,1.0
14.656618,15.597926,1.0
20.732637,15.903316,1.0
-12.549755,2.649825,1.0
-5.9488773,8.366086,2.0
12.144461,11.045049,1.0
-16.891075,-2.400034,1.0
0.74337655,8.615215,2.0
-10.644216,1.7132959,1.0
17.696175,14.57334,1.0
8.1337385,11.352081,1.0
9.835177,13.863802,2.0
-6.695659,-32.68103,1.0
-5.792411,-29.94685,2.0
-0.6825919,11.124718,1.0
-17.076223,-2.0799987,1.0
-13.334088,0.23128973,1.0
10.355561,9.001778,1.0
-7.6982665,-32.783806,1.0
1.2270807,9.904049,1.0
17.814882,14.538587,1.0
-7.9202857,12.222212,1.0
-4.5834503,2.776036,1.0
-5.8912225,6.691116,1.0
26.179178,-18.664518,2.0
-6.80631,-34.59688,2.0
-10.436358,-33.442276,2.0
24.88853,-18.279566,1.0
4.9918213,8.899791,1.0
-6.80631,-34.59688,2.0
-8.594917,7.0523,2.0
-8.411222,5.8630133,1.0
11.735894,10.539158,1.0
6.605959,6.351665,1.0
-6.80631,-34.59688,1.0
-4.0158234,6.859456,2.0
2.9698238,7.023974,1.0
11.963511,10.845379,2.0
1.8735406,6.377877,1.0
-5.3281574,3.6250935,1.0
-4.7293677,6.8500214,1.0
-2.0598984,10.938321,1.0
-6.80631,-34.59688,2.0
6.410323,7.7507763,2.0
6.733449,9.260772,1.0
15.971878,15.679048,1.0
-10.436358,-33.442276,1.0
-8.179849,10.29179,1.0
-8.368478,7.059723,1.0
-6.841949,11.362184,1.0
-1.0769383,6.4826784,1.0
-17.049145,-2.1508455,1.0
-10.436358,-33.442276,1.0
1.1933979,14.547244,1.0
22.317225,17.284088,1.0
15.27109,11.334373,1.0
3.8206239,13.580463,1.0
25.165218,-18.870762,1.0
-6.80631,-34.59688,1.0
20.265461,17.32881,2.0
-10.872992,7.268638,1.0
15.642032,14.262896,2.0
25.310133,-20.02155,1.0
-10.436358,-33.442276,1.0
-6.80631,-34.59688,2.0
-6.80631,-34.59688,1.0
-14.737816,1.8736112,1.0
-3.7456377,7.0289054,1.0
-10.436358,-33.442276,2.0
-12.882913,0.17924917,1.0
21.476269,16.909063,1.0
-3.4608617,-32.1651,1.0
10.747603,14.07224,1.0
-11.746221,0.91834575,1.0
-12.470547,2.764154,1.0
19.63342,15.96199,2.0
-11.782681,-30.312288,2.0
-5.892855,6.5444636,1.0
-8.022177,2.4648128,1.0
-3.4608617,-32.1651,1.0
-9.806086,6.9177933,2.0
-16.474165,-2.5639622,1.0
-11.782681,-30.312288,1.0
-9.42429,9.0852165,2.0
1.4246851,14.899463,1.0
-16.274515,-4.2574363,1.0
-6.0034738,12.932381,1.0
-17.13065,-2.3089516,1.0
-3.48506,4.1891923,2.0
24.690561,-19.203588,1.0
-10.83142,6.6875167,0.0
-9.209308,9.07298,2.0
13.83375,13.892933,1.0
-15.266493,-2.0119717,0.0
-9.077212,9.241831,1.0
-12.019872,6.194578,2.0
6.1171937,14.070717,1.0
24.635925,-18.780018,2.0
25.338985,-17.899923,1.0
-3.4608617,-32.1651,2.0
7.849899,9.115545,2.0
-9.093932,9.712338,1.0
-17.530588,0.14360335,2.0
-3.4608617,-32.1651,2.0
-8.709166,9.780532,2.0
-3.4608617,-32.1651,1.0
-8.972654,9.3337555,1.0
-11.474763,6.497746,1.0
-14.150297,1.0614537,1.0
-4.591072,9.1662445,1.0
-10.880153,5.221891,1.0
-10.706264,7.374069,1.0
6.3098435,10.251196,1.0
-14.732301,2.086311,1.0
11.399773,12.780541,2.0
0.77304983,5.29681,1.0
12.05567,12.472381,0.0
-13.250837,3.0449846,1.0
6.9539657,11.444362,1.0
5.208315,11.7802,2.0
-5.385815,6.1912236,1.0
-13.604796,0.30334365,1.0
8.157442,11.928408,2.0
17.483152,14.515365,2.0
8.239532,15.484197,2.0
-4.695015,9.098946,1.0
-7.784348,10.469224,1.0
5.9660845,10.768537,1.0
13.291356,13.478416,1.0
-3.4608617,-32.1651,1.0
-3.657051,5.324215,1.0
-13.27423,0.6894817,1.0
-11.782681,-30.312288,2.0
0.46256605,6.385069,1.0
-7.762799,-28.84455,1.0
-9.817402,-31.15567,1.0
19.849754,14.622625,1.0
-8.679758,3.0593402,1.0
16.062046,13.436668,1.0
-16.498667,-2.528887,1.0
25.29403,-19.99376,2.0
-12.145488,0.5844731,2.0
12.481303,13.239015,2.0
-2.9094656,6.4088798,2.0
-8.632858,3.654356,1.0
4.5323825,7.652399,1.0
-1.7771797,7.4808087,1.0
-2.9925988,9.669902,2.0
17.699678,16.722435,1.0
-5.288705,-27.038048,1.0
-5.288705,-27.038048,1.0
-5.288705,-27.038048,1.0
24.931982,-18.214745,1.0
5.7554927,11.140963,1.0
13.244836,16.165733,2.0
-1.6719922,6.685071,1.0
-5.288705,-27.038048,1.0
-2.1939082,5.5342207,1.0
25.994396,-19.08062,1.0
-10.257265,-27.011751,1.0
-9.838112,0.49891862,2.0
-5.288705,-27.038048,1.0
23.597534,17.370926,1.0
10.864646,12.253755,1.0
3.0664027,11.596132,1.0
15.715557,14.784685,1.0
-16.89076,0.7227814,1.0
-3.0207462,10.869547,1.0
8.518521,10.272405,1.0
6.813184,6.403158,1.0
-15.880992,-3.4622123,1.0
20.303095,15.602142,1.0
23.839659,17.265953,1.0
22.993637,16.89463,1.0
23.865303,17.179253,2.0
12.635568,14.50424,1.0
-4.505481,8.438907,1.0
6.6472282,6.3455663,2.0
-10.175416,2.611433,2.0
19.25705,17.624243,1.0
-14.419708,0.18806182,1.0
-12.3331995,5.682726,2.0
9.821728,11.223198,1.0
23.04043,17.549353,0.0
20.076668,15.989248,1.0
-9.557935,4.580036,1.0
-5.288705,-27.038048,1.0
-5.288705,-27.038048,1.0
12.668465,12.432196,1.0
2.3710117,6.4143386,1.0
1.6724583,5.878986,1.0
-5.554474,11.693348,1.0
-17.448093,0.3254505,2.0
-5.288705,-27.038048,1.0
-1.6361091,4.2113256,2.0
15.3940525,14.601587,1.0
-5.288705,-27.038048,0.0
-10.3379345,0.9778694,1.0
-17.324917,0.09062982,1.0
7.332167,9.492254,
19.094885,16.84056,1.0
10.757444,12.427763,2.0
-5.288705,-27.038048,1.0
-10.257265,-27.011751,2.0
-5.288705,-27.038048,2.0
-1.9793769,2.8864973,1.0
16.457047,16.237705,1.0
5.42465,9.547975,1.0
10.785502,12.986537,2.0
-10.257265,-27.011751,2.0
-5.288705,-27.038048,2.0
8.23167,11.271481,2.0
25.376791,-19.406672,1.0
-16.204235,-3.4556994,1.0
18.36388,16.41328,1.0
-5.288705,-27.038048,2.0
-5.288705,-27.038048,1.0
-1.1323514,7.631865,1.0
-15.948876,0.10074154,1.0
19.978825,16.542833,1.0
-5.288705,-27.038048,2.0
17.062172,17.117863,2.0
-11.639855,0.8154824,1.0
6.9269023,9.167326,1.0
-3.6963074,1.9433753,1.0
20.52488,16.402334,2.0
24.868101,-19.651943,1.0
-5.288705,-27.038048,1.0
2.8561156,12.165886,1.0
-12.512098,1.4154751,2.0
3.0603113,10.722154,1.0
-6.2407475,-29.881569,1.0
-13.880105,0.42003465,2.0
6.5934877,12.4439535,1.0
9.814673,11.20244,1.0
16.216854,14.948403,1.0
16.067703,17.497757,1.0
-5.27829,-30.425076,1.0
-15.864316,-5.2533984,1.0
4.5437107,10.67532,1.0
17.66628,16.752502,1.0
24.679037,-18.612656,1.0
-17.335318,0.15211493,1.0
-15.026368,0.36286622,1.0
11.359874,13.761673,2.0
-4.1666446,8.909785,1.0
-0.28837466,14.648391,1.0
